12.16,23.70,26.02,22.50,35.30,31.96,41.58,36.96,33.48,86.85,44.73,84.85,109.35,92.22,120.55,111.24,79.96,203.05,119.48,151.72,201.99,206.36,212.64,196.74,200.88,125.12,281.62,220.48,224.59,293.76,284.53,266.85,252.86,230.81,169.55,295.57,244.34,171.58,261.12,238.60,208.56,215.88,172.48,134.17,162.70,199.13,97.34,131.25,164.33,116.41,111.33,101.54,70.98,48.50,82.79,50.98,42.96,50.70,37.81,32.28,28.22,22.01,16.37,14.56
26.56,20.57,23.17,26.62,21.13,17.41,55.02,31.14,56.02,70.89,69.12,89.14,75.88,59.82,153.22,114.78,120.77,173.78,172.15,186.04,169.90,156.31,206.17,267.67,145.62,259.31,246.18,251.97,268.34,209.97,182.06,306.82,262.85,175.10,299.68,219.73,268.20,238.72,195.84,148.25,272.73,196.47,146.30,219.49,149.66,189.50,152.29,131.80,94.05,126.53,132.52,47.61,102.34,75.51,54.94,68.93,44.09,32.15,17.68,38.09,18.48,20.68,24.03,16.48
14.24,11.60,13.10,37.26,23.34,53.18,39.50,43.34,28.66,70.39,80.16,63.72,123.49,84.74,150.00,113.26,116.91,65.69,207.48,130.44,199.07,200.97,228.00,232.20,206.14,202.19,256.44,326.42,191.53,294.75,270.60,295.83,267.85,221.85,140.97,328.62,187.07,212.61,257.50,182.46,258.38,168.17,161.70,52.50,245.77,110.49,161.84,145.04,128.93,150.46,91.81,91.50,50.51,108.91,44.06,57.55,49.34,40.14,40.94,25.78,22.40,14.26,29.05,12.72
18.56,21.89,22.90,21.79,32.98,34.55,39.82,46.34,54.70,62.29,77.54,80.89,98.56,100.95,108.13,127.42,129.60,153.48,161.87,173.00,188.13,206.36,194.05,216.16,213.16,223.04,209.82,221.43,233.34,224.76,244.74,244.86,243.86,222.85,231.66,228.48,251.02,244.32,224.86,212.28,221.23,202.94,204.82,204.90,181.92,162.52,161.24,126.84,131.97,124.69,123.79,94.10,86.83,76.38,64.82,56.02,45.59,32.79,31.56,26.94,24.10,20.85,19.58,18.08
26.56,23.45,29.14,26.41,26.82,15.91,51.02,51.60,53.39,85.83,81.03,94.09,90.75,95.13,69.02,171.91,97.61,171.40,170.87,192.22,185.21,180.95,147.96,313.26,209.65,194.94,290.94,254.84,277.09,220.81,214.89,107.94,321.82,191.01,252.36,264.45,248.16,253.64,193.12,197.37,112.30,261.15,142.45,188.86,184.67,176.65,160.65,125.18,107.70,103.99,138.75,55.79,89.47,72.61,70.64,53.83,43.34,30.87,30.60,40.06,14.36,25.58,21.64,22.00
26.24,22.05,25.49,23.60,21.60,46.79,35.02,48.22,62.36,65.32,77.54,78.90,71.04,165.75,106.29,128.93,169.30,152.29,189.50,162.70,153.86,275.66,216.68,203.49,279.83,245.71,267.63,235.75,209.04,266.16,276.57,178.90,286.84,229.81,267.15,229.45,214.75,119.36,291.95,154.39,243.18,204.56,216.37,212.19,159.96,132.97,198.87,146.69,95.56,135.28,94.71,97.45,79.23,63.89,37.73,68.27,35.84,38.38,37.27,27.75,29.43,19.70,19.67,10.64
25.52,24.11,23.35,19.59,13.35,11.02,59.65,36.96,64.11,84.31,67.67,85.18,68.07,76.02,155.98,82.42,149.45,184.53,147.10,187.42,148.76,81.62,285.41,163.81,207.02,275.63,225.67,266.29,201.26,150.82,329.30,297.83,170.90,328.30,294.75,255.70,252.93,197.69,105.17,300.00,156.21,187.58,231.00,199.80,194.97,132.97,108.69,157.72,168.37,70.40,118.81,104.52,82.21,81.03,53.42,31.95,63.23,39.98,25.98,37.04,28.83,25.93,20.57,17.76
21.12,26.66,15.06,31.24,31.24,39.04,44.62,36.96,31.51,84.31,55.76,80.89,105.63,99.28,130.21,102.14,101.47,138.55,202.99,116.71,188.13,202.51,203.75,231.36,183.34,167.74,290.94,268.20,159.45,288.83,272.59,259.85,259.85,212.90,141.95,288.76,222.39,156.66,268.38,224.56,229.67,214.26,174.02,101.36,226.55,162.52,102.72,180.88,133.99,126.99,124.62,80.34,43.91,94.39,60.77,33.70,55.54,39.34,34.82,35.30,22.50,17.38,28.47,25.20
18.48,18.68,21.75,18.18,21.37,29.65,38.54,42.03,51.86,68.36,77.25,84.19,56.16,82.67,178.07,108.71,185.84,223.95,143.89,175.75,67.09,288.75,225.58,154.52,285.97,227.58,264.83,260.56,201.26,154.77,346.21,254.85,226.87,289.50,298.69,279.04,241.47,222.87,100.64,298.25,209.41,152.00,225.61,207.82,185.36,156.74,136.76,47.43,170.40,110.43,76.44,106.75,93.10,72.90,64.56,45.95,16.14,53.26,30.47,22.64,28.62,23.26,21.97,21.52
23.60,21.31,20.77,13.86,42.50,35.64,31.51,63.98,51.42,69.38,65.06,47.54,149.52,100.53,95.71,170.90,122.98,170.20,138.11,109.84,241.36,209.44,126.13,270.20,221.06,235.74,213.55,170.85,220.70,311.51,164.15,284.84,275.84,254.68,259.26,196.40,107.85,307.73,147.79,232.46,241.49,194.05,211.75,150.21,108.47,233.82,155.87,87.13,151.69,114.11,108.01,87.41,66.03,28.46,83.30,31.51,51.41,48.94,36.45,37.62,21.19,18.45,20.82,26.56
