30.64,19.25,27.81,16.37,21.83,37.95,33.75,64.17,47.70,94.44,76.96,98.05,72.53,76.85,160.58,62.70,199.08,114.66,220.33,147.60,250.11,139.37,171.41,354.64,105.26,298.30,164.12,317.83,245.01,297.70,229.81,189.89,352.80,192.01,258.27,204.17,292.06,249.91,269.28,231.58,196.74,181.11,206.36,211.47,156.52,188.85,163.04,165.99,142.08,108.13,70.20,105.26,81.55,70.28,73.93,58.20,54.03,42.38,32.24,18.00,37.46,14.26,24.11,19.28
25.20,25.84,28.52,32.94,36.58,42.17,46.54,49.72,50.11,56.46,64.48,67.02,81.83,95.96,115.95,136.01,157.72,180.95,204.91,213.50,208.55,216.37,216.68,209.41,224.56,207.63,216.34,221.43,224.59,225.74,221.85,246.86,245.86,274.58,278.97,286.82,263.43,269.50,238.46,214.91,202.65,184.34,174.79,161.88,145.54,145.82,127.80,135.11,135.00,123.31,116.32,102.66,97.72,82.48,71.65,61.49,53.85,43.98,34.00,27.99,24.00,21.21,20.41,19.92
19.12,32.42,13.46,34.65,22.88,48.56,38.22,51.60,42.89,84.82,81.90,66.69,123.11,95.96,155.52,130.45,165.44,114.66,190.78,164.76,170.63,200.97,207.79,247.40,245.62,281.98,191.17,175.62,262.51,215.88,283.54,235.87,299.83,259.66,303.62,183.76,165.12,250.85,205.82,251.76,213.63,226.39,239.47,219.49,139.36,109.20,169.01,124.08,145.62,113.65,114.24,117.16,100.03,61.57,43.80,61.49,45.59,44.62,33.60,31.82,31.94,26.20,17.03,12.96
28.16,21.15,25.84,23.60,16.14,45.16,36.30,65.29,48.79,95.45,71.74,102.01,83.69,83.08,117.33,111.74,161.58,111.68,204.27,164.76,197.61,155.54,138.26,260.07,135.97,268.38,185.57,292.06,237.23,296.72,217.87,206.88,390.78,163.16,344.04,225.56,321.65,258.31,281.98,205.27,196.74,316.94,113.96,214.38,130.44,206.20,149.90,157.17,125.90,112.73,157.44,70.67,106.31,65.06,82.54,58.20,55.91,41.58,34.00,36.69,20.59,25.84,16.29,25.36
18.16,19.58,25.58,21.79,38.67,32.24,41.90,21.95,87.52,40.76,93.52,63.39,123.86,94.71,133.44,113.26,84.37,165.42,123.98,215.56,140.00,265.65,194.05,251.62,197.37,191.31,287.21,255.79,251.82,251.37,294.48,277.84,298.83,227.82,208.98,288.76,258.65,189.30,262.03,220.18,233.89,228.81,152.46,146.57,194.97,166.37,133.77,145.04,132.47,135.74,125.04,85.92,63.06,83.64,68.62,54.92,47.66,41.42,43.93,31.82,22.70,15.51,23.29,18.80
15.04,32.59,14.79,32.54,30.31,38.22,42.86,38.84,24.29,93.94,52.57,110.93,84.06,127.12,118.25,121.35,115.81,158.26,170.87,117.39,245.01,137.06,285.41,194.21,252.63,116.96,391.66,125.03,302.37,225.74,278.56,238.86,305.83,254.68,195.18,366.54,154.62,329.18,217.60,283.34,210.25,236.90,183.26,149.48,243.71,96.35,176.17,120.77,156.74,103.99,128.78,101.54,74.94,116.46,42.28,72.43,37.52,51.02,27.61,35.07,24.71,20.68,26.99,17.52
26.40,18.84,23.88,31.84,30.77,41.49,39.02,41.28,61.05,77.48,53.73,113.24,71.04,146.23,111.35,137.02,100.92,180.95,171.51,134.55,253.03,153.23,294.30,198.43,273.69,151.42,324.51,224.29,247.93,264.19,248.72,314.82,260.85,308.41,190.25,262.51,239.57,234.06,228.48,200.00,241.49,216.68,227.15,136.36,136.61,185.00,139.74,140.62,117.30,125.61,117.15,107.49,68.01,50.83,70.64,50.11,52.72,40.94,38.36,34.95,30.03,19.43,15.31,27.92
10.64,27.73,15.95,39.67,23.92,34.14,20.31,74.48,32.82,84.06,75.51,88.81,108.98,110.92,124.23,71.29,203.49,105.11,240.24,107.09,274.18,171.71,260.34,150.30,331.58,193.12,286.28,186.12,263.48,280.95,268.61,279.84,185.89,386.01,150.82,323.76,188.03,324.51,217.60,251.76,198.43,149.58,199.43,160.42,205.95,156.09,172.59,141.18,149.16,100.77,113.41,92.61,95.08,67.96,67.35,56.02,50.84,47.66,27.07,40.64,20.59,26.83,16.54,24.16
15.28,21.89,18.45,34.05,24.50,44.75,39.98,60.60,49.23,52.92,111.52,45.89,133.16,82.67,159.66,126.41,166.54,135.56,144.53,278.03,127.61,263.34,132.60,303.13,228.95,286.51,230.33,249.11,230.43,259.26,291.49,220.87,278.84,219.86,310.52,282.93,243.38,165.99,331.85,84.21,280.33,168.17,254.10,188.86,194.28,149.67,142.13,168.75,104.66,149.08,71.87,117.91,78.90,88.00,69.63,47.26,36.96,60.29,17.55,39.48,21.79,31.37,20.08,25.76
20.00,20.49,25.67,27.72,33.33,35.64,42.54,46.72,57.33,62.79,69.70,83.20,104.89,110.08,118.25,111.24,110.29,174.38,183.71,150.34,237.72,184.03,223.96,200.12,136.84,397.13,255.51,192.80,309.18,205.04,342.23,229.87,246.86,132.32,357.84,153.62,268.20,219.14,242.99,250.88,209.41,203.75,87.78,263.24,105.72,219.69,105.11,196.87,102.64,149.08,88.90,68.44,103.00,68.54,73.43,46.61,58.35,43.82,40.13,26.36,18.98,27.36,22.30,21.68
16.16,27.32,20.14,24.51,15.56,52.23,25.11,61.54,42.45,86.59,72.32,84.85,62.86,170.32,66.26,159.27,116.91,189.31,158.66,186.04,181.57,92.40,259.54,163.81,291.23,181.34,313.32,231.93,274.18,195.18,350.19,199.89,313.82,200.96,303.62,251.82,272.02,236.86,212.16,326.32,140.17,260.34,165.55,242.82,164.76,174.72,158.26,110.29,165.34,83.28,133.76,89.27,94.09,75.22,74.19,52.30,34.71,40.46,32.51,33.79,27.62,21.57,20.74,24.00
33.76,15.47,22.81,29.33,26.94,43.12,42.22,55.54,33.70,104.82,37.17,111.92,77.74,117.98,114.57,151.69,142.83,126.01,249.24,102.98,234.80,164.01,261.15,185.76,252.63,253.87,178.11,350.28,135.14,322.35,198.97,301.83,216.88,303.43,252.36,191.53,338.83,130.55,299.20,170.18,269.36,163.32,251.79,173.55,142.79,231.25,81.22,180.88,95.06,151.84,86.41,119.77,76.59,63.89,88.36,29.98,63.42,30.71,48.15,24.50,33.65,21.66,19.34,27.60
15.20,27.73,18.72,30.63,38.90,33.87,45.58,32.83,69.80,86.34,65.06,115.88,66.95,152.46,100.77,133.48,60.11,250.82,102.78,209.38,163.34,228.69,211.83,229.67,208.77,149.60,343.17,171.80,292.65,206.03,336.26,230.87,300.83,190.02,320.38,232.37,243.38,204.22,273.82,221.06,233.05,222.34,160.16,236.99,136.61,199.77,114.66,180.88,134.50,126.53,119.22,78.85,112.25,60.99,75.96,44.42,60.23,38.70,38.63,30.54,22.60,30.66,16.05,24.72
9.76,31.68,13.55,32.34,21.37,48.15,39.02,46.53,42.01,77.73,74.35,67.35,104.14,103.85,132.52,126.91,162.13,94.95,264.01,96.80,240.63,177.87,274.90,196.74,263.16,230.30,179.98,303.51,179.87,329.25,205.94,308.82,240.86,279.56,220.81,176.95,246.25,253.64,248.43,227.20,225.45,228.00,230.23,150.94,212.13,147.10,180.95,111.95,151.18,124.23,116.73,108.61,67.02,112.11,50.39,69.36,34.90,48.62,34.00,35.30,26.92,18.98,34.64,14.96
34.72,16.62,24.42,23.40,35.88,32.78,41.74,47.47,34.57,76.21,56.63,106.64,81.83,126.70,110.43,142.59,105.88,203.64,116.91,226.55,136.36,219.45,210.22,244.02,222.81,202.19,343.17,164.16,304.32,203.07,321.34,257.85,274.84,246.73,180.40,264.45,183.25,264.83,224.86,245.62,203.49,221.54,175.56,151.67,175.75,173.44,156.47,140.62,135.51,118.71,125.87,75.88,93.76,66.80,72.92,49.67,54.60,43.82,36.59,34.72,21.69,28.79,18.19,25.60
